date_of_input,pred_next_day,obs_next_day
,2.4453476547355995,22.9
,2.4453476547355995,40.8
,2.4453476547355995,37.5
,2.4453476547355995,12.9
,2.4453476547355995,22.2
,2.4453476547355995,5.5
,2.4453476547355995,5.4
,2.4453476547355995,2.5
,2.4453476547355995,0.7
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,5.2
,2.4453476547355995,5.8
,2.4453476547355995,55.300000000000004
,2.4453476547355995,154.0
,2.4453476547355995,95.2
,2.4453476547355995,33.900000000000006
,2.4453476547355995,29.900000000000002
,2.4453476547355995,32.7
,2.4453476547355995,10.600000000000001
,2.4453476547355995,5.0
,2.4453476547355995,0.7
,2.4453476547355995,2.8
,2.4453476547355995,15.4
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,0.0
,2.4453476547355995,
